municipality_id,name,county,website_url,domain,jobs_url,directory_url,assessor_url,tax_url
ct_newtown,Newtown,Fairfield County,https://www.newtown-ct.gov/,newtown-ct.gov,https://www.newtown-ct.gov/human-resources/pages/employment-openings,,,
ct_norfolk,Norfolk,Litchfield County,https://norfolkct.org/,norfolkct.org,,,,
ct_north_branford,North Branford,New Haven County,https://www.northbranfordct.gov/,northbranfordct.gov,https://www.northbranfordct.gov/jobs.aspx,,,
ct_north_canaan,North Canaan,Litchfield County,https://www.northcanaan.org/,northcanaan.org,,,,
ct_north_haven,North Haven,New Haven County,https://www.northhaven-ct.gov/,northhaven-ct.gov,https://www.northhaven-ct.gov/government/employment_opportunities.php,,,
ct_north_stonington,North Stonington,New London County,https://www.northstoningtonct.gov/,northstoningtonct.gov,https://www.northstoningtonct.gov/home/pages/job-openings,,,
ct_norwalk,Norwalk,Fairfield County,https://www.norwalkct.gov/,norwalkct.gov,https://www.governmentjobs.com/careers/norwalk,,,
ct_norwich,Norwich,New London County,https://www.norwichct.gov/,norwichct.gov,https://www.norwichct.gov/718/Employment-Opportunities,,,
ct_old_lyme,Old Lyme,New London County,https://www.oldlyme-ct.gov/,oldlyme-ct.gov,https://www.oldlyme-ct.gov/Jobs.aspx,,,
ct_old_saybrook,Old Saybrook,Middlesex County,https://www.oldsaybrookct.gov/,oldsaybrookct.gov,https://www.oldsaybrookct.gov/Jobs.aspx,,,
ct_orange,Orange,New Haven County,https://www.orange-ct.gov/,orange-ct.gov,https://www.orange-ct.gov/Jobs.aspx,,,
ct_oxford,Oxford,New Haven County,https://www.oxford-ct.gov/,oxford-ct.gov,https://www.oxford-ct.gov/1197/Employment-Opportunities,,,
ct_plainfield,Plainfield,Windham County,https://www.plainfieldct.org/,plainfieldct.org,https://www.plainfieldct.org/how_do_i/apply_for_obtain/job_opportunities.php,,,
ct_plainville,Plainville,Hartford County,https://www.plainvillect.com/,plainvillect.com,https://www.plainvillect.com/human-resources/pages/job-opportunities,,,
ct_plymouth,Plymouth,Litchfield County,https://www.plymouthct.gov/,plymouthct.gov,https://www.plymouthct.gov/jobs,,,
ct_pomfret,Pomfret,Windham County,https://www.pomfretct.gov/,pomfretct.gov,https://www.pomfretct.gov/first-selectmens-office/pages/employmentvolunteer-opportunities,,,
ct_portland,Portland,Middlesex County,https://www.portlandct.org/,portlandct.org,https://www.portlandct.org/employment-opportunities,,,
ct_preston,Preston,New London County,https://www.preston-ct.org/,preston-ct.org,https://www.preston-ct.org/Jobs.aspx,,,
ct_prospect,Prospect,New Haven County,https://townofprospect.gov/,townofprospect.gov,https://townofprospect.gov/employment-opportunities/,,,
ct_putnam,Putnam,Windham County,https://www.putnamct.us/,putnamct.us,https://www.putnamct.us/departments/human-resources/job-postings,,,
ct_redding,Redding,Fairfield County,https://reddingct.gov/,reddingct.gov,https://reddingct.gov/about-redding/jobs/,,,
ct_ridgefield,Ridgefield,Fairfield County,https://www.ridgefieldct.gov/,ridgefieldct.gov,https://www.ridgefieldct.gov/departments/human_resources/current_employment_opportunities.php,,,
ct_rocky_hill,Rocky Hill,Hartford County,https://www.rockyhillct.gov/,rockyhillct.gov,https://www.rockyhillct.gov/300/Employment-Opportunities,,,
ct_roxbury,Roxbury,Litchfield County,https://www.roxburyct.com/,roxburyct.com,https://www.roxburyct.com/Jobs.aspx,,,
ct_salem,Salem,New London County,https://www.salemct.gov/,salemct.gov,https://www.salemct.gov/human-resources,,,
ct_salisbury,Salisbury,Litchfield County,https://www.salisburyct.us/,salisburyct.us,https://www.salisburyct.us/employment/,,,
ct_scotland,Scotland,Windham County,https://www.scotlandct.org/,scotlandct.org,,,,
ct_seymour,Seymour,New Haven County,https://www.seymourct.org/,seymourct.org,https://www.seymourct.org/jobs,,,
ct_sharon,Sharon,Litchfield County,https://www.sharonct.gov/,sharonct.gov,https://www.sharonct.gov/Jobs.aspx,,,
ct_shelton,Shelton,Fairfield County,https://cityofshelton.org/,cityofshelton.org,https://cityofshelton.org/p/job-opportunities,,,
ct_sherman,Sherman,Fairfield County,https://www.shermanct.gov/,shermanct.gov,https://www.shermanct.gov/job-openings,,,
ct_simsbury,Simsbury,Hartford County,https://www.simsbury-ct.gov/,simsbury-ct.gov,https://www.governmentjobs.com/careers/simsburyct,,,
ct_somers,Somers,Tolland County,https://www.somersct.gov/,somersct.gov,https://www.somersct.gov/employment-opportunities/,,,
ct_south_windsor,South Windsor,Hartford County,https://www.southwindsor-ct.gov/,southwindsor-ct.gov,https://www.southwindsor-ct.gov/jobs,,,
ct_southbury,Southbury,New Haven County,https://www.southbury-ct.org/,southbury-ct.org,https://www.southbury-ct.org/employment,,,
ct_southington,Southington,Hartford County,https://www.southington.org/,southington.org,https://www.southington.org/departments/human_resources/index.php,,,
ct_sprague,Sprague,New London County,https://www.ctsprague.org/,ctsprague.org,,,,
ct_stafford,Stafford,Tolland County,https://www.staffordct.org/,staffordct.org,https://www.staffordct.org/departments/human_resources.php,,,
ct_stamford,Stamford,Fairfield County,https://www.stamfordct.gov/,stamfordct.gov,https://www.governmentjobs.com/careers/stamfordct,,,
ct_sterling,Sterling,Windham County,https://www.sterlingct.us/,sterlingct.us,https://www.sterlingct.us/231/Employment,,,
ct_stonington,Stonington,New London County,https://www.stonington-ct.gov/,stonington-ct.gov,https://www.stonington-ct.gov/administrative-services/pages/employment-opportunities,,,
ct_stratford,Stratford,Fairfield County,https://www.townofstratford.com/,townofstratford.com,https://townofstratfordct.sites.thrillshare.com/documents/town-hall/town-departments-%26-services/human-resources/employment-opportunities/415588,,,
ct_suffield,Suffield,Hartford County,https://www.suffieldct.gov/,suffieldct.gov,https://www.suffieldct.gov/departments/hr,,,
ct_thomaston,Thomaston,Litchfield County,https://www.thomastonct.gov/,thomastonct.gov,https://www.thomastonct.gov/job-openings,,,
ct_thompson,Thompson,Windham County,https://www.thompsonct.org/,thompsonct.org,https://www.thompsonct.org/human-resources/pages/employment-volunteer-opportunities,,,
ct_tolland,Tolland,Tolland County,https://www.tollandct.gov/,tollandct.gov,https://www.tollandct.gov/human-resources/pages/employment-opportunities,,,
ct_torrington,Torrington,Litchfield County,https://www.torringtonct.org/,torringtonct.org,https://www.torringtonct.org/human-resources-department/pages/career-opportunities,,,
ct_trumbull,Trumbull,Fairfield County,https://www.trumbull-ct.gov/,trumbull-ct.gov,https://www.trumbull-ct.gov/210/Human-Resources-Civil-Service,,,
ct_union,Union,Tolland County,https://www.unionconnecticut.org/,unionconnecticut.org,,,,
ct_vernon,Vernon,Tolland County,https://www.vernon-ct.gov/,vernon-ct.gov,https://www.applitrack.com/vernonct/onlineapp/default.aspx,,,
ct_voluntown,Voluntown,New London County,https://www.voluntown.gov/,voluntown.gov,https://www.voluntown.gov/239/Employment-Opportunities,,,
ct_wallingford,Wallingford,New Haven County,https://www.wallingfordct.gov/,wallingfordct.gov,https://www.wallingfordct.gov/government/departments/human-resources/,,,
ct_warren,Warren,Litchfield County,https://www.warrenct.gov/,warrenct.gov,https://www.warrenct.gov/home/pages/employment-opportunities,,,
ct_washington,Washington,Litchfield County,https://www.washingtonct.org/,washingtonct.org,https://www.washingtonct.org/1359/Employment,,,
ct_waterbury,Waterbury,New Haven County,https://www.waterburyct.org/,waterburyct.org,https://www.waterburyct.org/services/human-resources/employment-information,,,
ct_waterford,Waterford,New London County,https://www.waterfordct.org/,waterfordct.org,https://www.waterfordct.org/Jobs.aspx,,,
ct_watertown,Watertown,Litchfield County,https://www.watertownct.org/,watertownct.org,https://www.watertownct.org/how_do_i/apply_for_obtain/job_opportunities.php,,,
ct_west_hartford,West Hartford,Hartford County,https://www.westhartfordct.gov/,westhartfordct.gov,https://www.westhartfordct.gov/town-departments/human-resources/job-openings,,,
ct_west_haven,West Haven,New Haven County,https://www.cityofwesthaven.com/,cityofwesthaven.com,https://www.cityofwesthaven.com/Jobs.aspx,,,
ct_westbrook,Westbrook,Middlesex County,https://www.westbrookct.us/,westbrookct.us,https://www.westbrookct.us/Jobs.aspx,,,
ct_weston,Weston,Fairfield County,https://www.westonct.gov/,westonct.gov,https://www.westonct.gov/about-us/town-hall/municipal-job-openings,,,
ct_westport,Westport,Fairfield County,https://www.westportct.gov/,westportct.gov,https://www.westportct.gov/government/departments-a-z/personnel-department/town-employment-opportunities,,,
ct_wethersfield,Wethersfield,Hartford County,https://wethersfieldct.gov/,wethersfieldct.gov,https://ct-wethersfield.civicplus.com/Jobs.aspx,,,
ct_willington,Willington,Tolland County,https://www.willingtonct.gov/,willingtonct.gov,https://www.willingtonct.gov/Jobs.aspx,,,
ct_wilton,Wilton,Fairfield County,https://www.wiltonct.gov/,wiltonct.gov,https://www.wiltonct.gov/node/36/subscriber-topic/employment-opportunities,,,
ct_winchester,Winchester,Litchfield County,https://www.townofwinchester.org/,townofwinchester.org,https://www.townofwinchester.org/job-openings,,,
ct_windham,Windham,Windham County,https://www.windhamct.gov/,windhamct.gov,https://www.windhamct.gov/522/Employment-Opportunities,,,
ct_windsor,Windsor,Hartford County,https://www.windsorct.gov/,windsorct.gov,https://www.windsorct.gov/718/Career-Opportunities,,,
ct_windsor_locks,Windsor Locks,Hartford County,https://windsorlocksct.org/,windsorlocksct.org,https://windsorlocksct.org/current-job-opportunities/,,,
ct_wolcott,Wolcott,New Haven County,https://wolcottct.org/,wolcottct.org,https://wolcottct.org/Jobs.aspx,,,
ct_woodbridge,Woodbridge,New Haven County,https://www.woodbridgect.org/,woodbridgect.org,https://www.woodbridgect.org/357/Employment,,,
ct_woodbury,Woodbury,Litchfield County,https://woodburyct.org/,woodburyct.org,https://woodburyct.org/jobs,,,
ct_woodstock,Woodstock,Windham County,https://www.woodstockct.gov/,woodstockct.gov,https://www.woodstockct.gov/services/employment-volunteer-opportunities,,,
